meta,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1,scenario_1
62,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
63,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
64,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
65,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
66,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
67,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
68,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
69,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
70,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
71,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
72,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
73,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
74,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
75,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
76,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
77,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
78,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
79,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
80,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
81,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
82,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
83,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
84,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
85,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
86,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
87,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
88,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
89,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
90,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
91,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
92,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
93,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
94,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
95,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
96,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
97,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
98,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
99,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
100,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
101,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
102,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
103,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
104,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
105,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
106,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
107,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
108,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
109,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
110,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
111,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
112,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
113,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
114,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
115,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
116,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
117,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
118,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
119,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
120,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
121,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
122,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
123,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
124,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
125,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
126,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
127,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
128,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
129,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
130,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
131,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
132,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
133,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
134,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
135,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
136,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
137,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
138,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
139,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
140,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
141,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
142,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
143,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
144,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
145,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
146,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
147,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
148,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
149,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
150,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
151,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
152,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
153,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
154,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
155,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
156,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
157,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
158,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
159,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
160,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
161,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
162,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
163,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
164,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
165,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
166,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
167,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
168,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
169,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
170,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
171,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
172,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
173,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
174,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
175,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
176,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
177,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
178,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
179,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
180,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
181,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
182,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
183,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
184,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
185,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
186,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
187,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
188,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
189,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
190,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
191,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
192,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
193,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
194,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
195,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
196,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
197,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
198,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
199,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
200,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
201,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
202,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
203,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
204,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
205,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
206,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
207,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
208,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
209,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
210,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
211,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
212,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
213,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
214,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
215,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
216,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
217,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
218,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
219,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
220,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
221,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
222,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
223,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
224,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
225,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
226,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
227,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
228,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
229,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
230,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
231,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
232,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
233,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
234,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
235,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
236,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
237,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
238,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
239,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
240,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
241,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
242,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
243,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
244,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
245,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
246,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
247,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
248,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
249,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
250,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
251,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
252,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
253,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
254,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
255,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
256,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
257,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
258,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
259,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
260,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
261,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
262,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
263,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
264,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
265,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
266,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
267,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
268,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
269,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
270,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
271,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
272,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
273,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
274,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
275,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
276,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
277,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
278,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
279,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
280,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
281,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
282,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
283,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
284,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
285,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
286,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
287,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
288,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
289,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
290,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
291,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
292,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
293,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
294,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
295,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
296,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
297,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
298,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
299,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
300,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
301,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
302,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
303,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
304,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
305,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
306,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
307,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
308,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
309,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
310,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
311,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
312,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
313,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
314,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
315,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
316,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
317,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
318,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
319,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
320,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
321,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
322,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
323,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
324,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
325,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
326,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
327,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
328,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
