;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
0;3872,779496833337;4066,4184716750037;4269,7393952587545;4483,226365021693;4707,387683272777;4942,757067436416;5189,894920808237;5449,389666848649;5721,859150191081;6007,952107700636;6308,349713085668;6623,767198739952;6954,955558676949;7302,703336610797;7667,838503441338;8051,230428613405;8453,791950044075;8876,481547546278;9320,305624923592;9786,320906169773
1;3967,33114916667;4165,697706625004;4373,9825919562545;4592,681721554068;4822,315807631771;5063,43159801336;5316,603177914028;5582,43333680973;5861,555003650216;6154,632753832728;6462,364391524365;6785,482611100583;7124,756741655613;7480,994578738394;7855,0443076753145;8247,79652305908;8660,186349212034;9093,195666672636;9547,85545000627;10025,248222506583
2;4254,746973666671;4467,484322350005;4690,858538467505;4925,401465390881;5171,671538660425;5430,255115593446;5701,767871373118;5986,8562649417745;6286,1990781888635;6600,509032098307;6930,534483703223;7277,061207888384;7640,914268282803;8022,959981696944;8424,107980781791;8845,313379820882;9287,579048811926;9751,958001252522;10239,555901315149;10751,533696380906
3;4257,688545166671;4470,572972425005;4694,101621046256;4928,806702098569;5175,247037203498;5434,009389063673;5705,709858516857;5990,9953514427;6290,545119014835;6605,072374965577;6935,325993713856;7282,09229339955;7646,196908069528;8028,506753473005;8429,932091146657;8851,42869570399;9294,000130489188;9758,700137013648;10246,63514386433;10758,966901057547
4;4217,077939920975;4427,931836917024;4649,328428762876;4881,7948502010195;5125,884592711071;5382,178822346625;5651,287763463956;5933,852151637155;6230,544759219013;6542,071997179964;6869,175597038962;7212,634376890911;7573,2660957354565;7951,92940052223;8349,525870548341;8767,002164075759;9205,352272279548;9665,619885893526;10148,900880188203;10656,345924197612
5;4241,818124105729;4453,909030311016;4676,604481826567;4910,434705917896;5155,956441213792;5413,754263274482;5684,441976438206;5968,664075260117;6267,0972790231235;6580,45214297428;6909,474750122994;7254,948487629144;7617,695912010602;7998,580707611132;8398,50974299169;8818,435230141275;9259,35699164834;9722,324841230757;10208,441083292295;10718,86313745691
6;5655,901433923704;5938,696505619889;6235,631330900884;6547,412897445928;6874,783542318225;7218,522719434137;7579,448855405844;7958,421298176137;8356,342363084943;8774,15948123919;9212,86745530115;9673,510828066208;10157,186369469518;10665,045687942995;11198,297972340146;11758,212870957153;12346,123514505012;12963,429690230263;13611,601174741776;14292,181233478865
7;8785,677371947473;9224,961240544848;9686,209302572091;10170,519767700696;10679,045756085732;11212,998043890018;11773,64794608452;12362,330343388747;12980,446860558184;13629,469203586093;14310,9426637654;15026,48979695367;15777,814286801355;16566,705001141425;17395,040251198498;18264,792263758423;19178,031876946345;20136,93347079366;21143,780144333345;22200,969151550013
8;8401,853197184322;8821,945857043538;9263,043149895715;9726,1953073905;10212,505072760026;10723,130326398028;11259,28684271793;11822,251184853827;12413,36374409652;13034,031931301346;13685,733527866414;14370,020204259736;15088,521214472723;15842,94727519636;16635,09463895618;17466,84937090399;18340,19183944919;19257,20143142165;20220,061502992732;21231,06457814237
9;7895,18494671602;8289,94419405182;8704,441403754412;9139,663473942133;9596,64664763924;10076,478980021202;10580,302929022262;11109,318075473375;11664,783979247044;12248,023178209396;12860,424337119866;13503,44555397586;14178,617831674654;14887,548723258387;15631,926159421308;16413,522467392373;17234,198590761993;18095,908520300094;19000,7039463151;19950,739143630857
10;9973,921236750783;10472,617298588322;10996,24816351774;11546,060571693626;12123,363600278308;12729,531780292224;13366,008369306835;14034,308787772177;14736,024227160788;15472,825438518828;16246,46671044477;17058,79004596701;17911,72954826536;18807,31602567863;19747,681826962562;20735,06591831069;21771,819214226227;22860,41017493754;24003,43068368442;25203,60221786864
11;9666,068734103463;10149,372170808636;10656,840779349068;11189,682818316522;11749,166959232349;12336,625307193966;12953,456572553665;13601,129401181348;14281,185871240416;14995,245164802436;15745,007423042558;16532,257794194687;17358,870683904424;18226,814218099647;19138,15492900463;20095,062675454865;21099,81580922761;22154,806599688993;23262,546929673445;24425,67427615712
12;9279,889275496596;9743,883739271427;10231,077926234999;10742,63182254675;11279,763413674087;11843,751584357791;12435,939163575682;13057,736121754466;13710,622927842189;14396,154074234299;15115,961777946015;15871,759866843317;16665,347860185484;17498,61525319476;18373,5460158545;19292,223316647225;20256,834482479586;21269,676206603566;22333,160016933747;23449,818017780435
13;10536,524399899849;11063,350619894842;11616,518150889584;12197,344058434064;12807,211261355767;13447,571824423556;14119,950415644735;14825,947936426972;15567,245333248322;16345,607599910738;17162,887979906274;18021,03237890159;18922,08399784667;19868,188197739004;20861,597607625954;21904,67748800725;22999,911362407616;24149,906930528;25357,4022770544;26625,27239090712
14;20070,07780822132;21073,581698632384;22127,260783564005;23233,623822742207;24395,30501387932;25615,070264573285;26895,82377780195;28240,61496669205;29652,645715026654;31135,278000777987;32692,041900816886;34326,64399585773;36042,97619565062;37845,125005433154;39737,381255704815;41724,250318490056;43810,46283441456;46000,98597613529;48301,035274942056;50716,08703868916
15;14148,196056333338;14855,605859150006;15598,386152107507;16378,305459712883;17197,220732698526;18057,081769333454;18959,935857800127;19907,932650690134;20903,32928322464;21948,495747385874;23045,92053475517;24198,21656149293;25408,127389567577;26678,533759045957;28012,460446998255;29413,08346934817;30883,73764281558;32427,92452495636;34049,32075120418;35751,78678876439
16;11612,498596500009;12193,12352632501;12802,77970264126;13442,918687773325;14115,064622161992;14820,817853270091;15561,858745933596;16339,951683230276;17156,949267391792;18014,796730761384;18915,536567299452;19861,313395664427;20854,37906544765;21897,098018720033;22991,952919656036;24141,550565638838;25348,62809392078;26616,059498616818;27946,86247354766;29344,205597225042
17;8648,979850500018;9081,42884302502;9535,500285176271;10012,275299435085;10512,88906440684;11038,533517627182;11590,460193508541;12169,983203183969;12778,482363343168;13417,406481510327;14088,276805585843;14792,690645865136;15532,325178158393;16308,941437066313;17124,38850891963;17980,607934365613;18879,638331083894;19823,62024763809;20814,801260019995;21855,541323020996
18;10247,709965181564;10760,095463440643;11298,100236612676;11863,00524844331;12456,155510865477;13078,963286408753;13732,91145072919;14419,55702326565;15140,534874428933;15897,561618150381;16692,4396990579;17527,061684010798;18403,41476821134;19323,58550662191;20289,764781953003;21304,253021050656;22369,46567210319;23487,93895570835;24662,335903493768;25895,452698668458
19;14243,28283203519;14955,446973636948;15703,219322318797;16488,38028843474;17312,799302856478;18178,439267999303;19087,36123139927;20041,729292969234;21043,815757617696;22096,00654549858;23200,80687277351;24360,84721641219;25578,8895772328;26857,83405609444;28200,725758899163;29610,762046844124;31091,300149186332;32645,86515664565;34278,15841447793;35992,06633520183
20;18024,506989842244;18925,732339334358;19872,018956301075;20865,61990411613;21908,90089932194;23004,345944288038;24154,56324150244;25362,291403577565;26630,405973756446;27961,92627244427;29360,022586066487;30828,02371536981;32369,424901138304;33987,89614619522;35687,290953504984;37471,655501180234;39345,238276239244;41312,50019005121;43378,12519955377;45547,031459531456
21;19862,674374779264;20855,80809351823;21898,598498194144;22993,528423103853;24143,204844259046;25350,365086472;26617,8833407956;27948,77750783538;29346,21638322715;30813,527202388508;32354,203562507933;33971,91374063333;35670,509427665;37454,03489904825;39326,736644000666;41293,0734762007;43357,72715001074;45525,613507511276;47801,89418288684;50191,988892031186
